"year","stage","lat1","long1","lat2","long2"
1990,3,37.8044557,-122.271356,39.7392364,-104.984862
1990,3,32.7762719,-96.7968559,39.7392364,-104.984862
1990,3,29.9759983,-90.0782127,39.7392364,-104.984862
1991,1,45.6633,-111.0506,32.2228765,-110.9748477
1991,1,44.499547,-88.055049,32.2228765,-110.9748477
1991,1,43.03611,-76.13639,38.980666,-76.9369189
1991,1,42.728227,-84.492396,32.2228765,-110.9748477
1991,1,42.34111,-71.08444,43.0481221,-76.1474244
1991,1,42.25444,-83.64722,43.0481221,-76.1474244
1991,1,41.9351056,-88.7855694,39.7589478,-84.1916069
1991,1,41.85361,-87.62139,39.7589478,-84.1916069
1991,1,41.8052917,-72.2541944,44.9772995,-93.2654692
1991,1,41.66361,-91.55444,44.9772995,-93.2654692
1991,1,41.263,-95.928,40.7596198,-111.886797
1991,1,40.81778,-96.71333,44.9772995,-93.2654692
1991,1,40.80889,-77.85583,43.0481221,-76.1474244
1991,1,40.762,-111.839,32.2228765,-110.9748477
1991,1,40.73361,-74.17111,40.7596198,-111.886797
1991,1,40.727648,-74.073173,39.7589478,-84.1916069
1991,1,40.72417,-73.79444,39.7589478,-84.1916069
1991,1,40.52528,-74.44111,33.7489924,-84.3902644
1991,1,40.5045104,-78.6433036,40.7596198,-111.886797
