"metro","lat","long","country","capital","population","state"
"Livno",43.8269,17.0081,"Bosnia And Herzegovina","minor",85415,""
"Cerritos",22.4275,-100.2783,"Mexico","minor",56658,""
"Myory",55.6167,27.6167,"Belarus","minor",35320,""
"Lebanon",37.6717,-92.6603,"United States","",89852,"MO"
"Campbellsville",37.3446,-85.3511,"United States","",77585,"KY"
"Pomichna",48.25,31.4167,"Ukraine","",158942,""
"Maqat",47.65,53.3167,"Kazakhstan","minor",38444,""
"Covington",37.7785,-79.9868,"United States","",56508,"VA"
"Danilov",58.1833,40.1833,"Russia","",25949,""
"Água Clara",-20.45,-52.8667,"Brazil","",18309,""
"Loreto",26.0128,-111.3433,"Mexico","minor",31366,""
"Zara",39.895,37.7531,"Turkey","minor",35308,""
"Öndörhaan",47.3167,110.65,"Mongolia","admin",15982,""
"Arzgir",45.3736,44.2208,"Russia","",32881,""
"Dunaföldvár",46.8,18.9167,"Hungary","",81745,""
"Central Huron",43.63,-81.57,"Canada","",16142,""
"Ochakiv",46.6186,31.5392,"Ukraine","minor",35278,""
"Carmen de Areco",-34.3833,-59.8167,"Argentina","minor",71972,""
"Lalībela",12.0356,39.0462,"Ethiopia","",1206242,""
"Las Vegas",35.6011,-105.2206,"United States","",21720,"NM"
"Abong Mbang",3.9833,13.1667,"Cameroon","",121979,""
"Pierre",44.3748,-100.3205,"United States","admin",15921,"SD"
"Djanet",24.555,9.4853,"Algeria","admin",16145,""
"Sepīdān",30.2606,51.9842,"Iran","minor",164343,""
"Tuzluca",40.0494,43.6608,"Turkey","minor",68419,""
"Bezhetsk",57.7833,36.7,"Russia","",59210,""
"Villa Yapacaní",-17.4028,-63.885,"Bolivia","",67798,""
"Naivasha",-0.7167,36.4333,"Kenya","",612749,""
"Qazyqurt",41.7598,69.388,"Kazakhstan","",98401,""
"Mocha",13.3167,43.25,"Yemen","minor",99539,""
"Murray Bridge",-35.117,139.267,"Australia","",32002,""
"Bosobolo",4.1904,19.88,"Congo (Kinshasa)","",149590,""
"Horsham",-36.7167,142.2,"Australia","",23696,""
"Ust’-Ordynskiy",52.833,104.7,"Russia","",54172,""
"Barra do Mendes",-11.81,-42.0589,"Brazil","",21741,""
"Guiratinga",-16.3489,-53.7578,"Brazil","",18034,""
"Kiboga",0.9161,31.7742,"Uganda","admin",332208,""
"Ceres",-29.8833,-61.95,"Argentina","",33543,""
"Poděbrady",50.1425,15.1189,"Czechia","",32602,""
"Olds",51.7928,-114.1067,"Canada","",38713,""
"Brooks",50.5642,-111.8989,"Canada","",26147,""
"Gwanda",-20.945,29.025,"Zimbabwe","admin",216597,""
"Araceli",10.5529,119.9904,"Philippines","",19568,""
"Ascensión",-15.6996,-63.08,"Bolivia","",43391,""
"Nioro",15.1833,-9.55,"Mali","minor",273685,""
"Sigulda",57.1539,24.8544,"Latvia","admin",37960,""
"Na Chaluai",14.5309,105.2431,"Thailand","minor",202515,""
"San Cristóbal",-30.3105,-61.2372,"Argentina","minor",23728,""
"Valday",57.9667,33.25,"Russia","",45415,""
"Tezu",27.9167,96.1667,"India","",421578,""
"Sanpozhen",39.6683,115.4426,"China","",219744,""
"Abadla",31.0167,-2.7333,"Algeria","",23943,""
"Santa Rosalía",27.3389,-112.2669,"Mexico","minor",19807,""
"Emerald",-23.5208,148.1619,"Australia","",17967,""
"Medvezhyegorsk",62.9171,34.4569,"Russia","",25936,""
"Mountain Home",36.3348,-92.3846,"United States","",83207,"AR"
"Batesville",39.2974,-85.2139,"United States","",33967,"IN"
"Baruun-Urt",46.6829,113.2786,"Mongolia","admin",19170,""
"Alausí",-2.19,-78.85,"Ecuador","",100762,""
"Bombinhas",-27.1378,-48.5169,"Brazil","",75268,""
"Douglas",31.5065,-82.8543,"United States","",47168,"GA"
"Takiéta",13.6806,8.5292,"Niger","",376293,""
"Neftçala",39.3791,49.2486,"Azerbaijan","admin",69648,""
"Basseterre",17.2983,-62.7342,"Saint Kitts And Nevis","primary",58604,""
"Graham",33.1017,-98.5778,"United States","",25656,"TX"
"Brasilândia",-17.01,-46.0089,"Brazil","",26169,""
"Maridi",4.9151,29.4769,"South Sudan","",136104,""
"Kouroussa",10.653,-9.892,"Guinea","minor",136573,""
"Jerseyville",39.1175,-90.3271,"United States","",39930,"IL"
"Trinidad",37.175,-104.4908,"United States","",19690,"CO"
"Medina",43.2197,-78.3888,"United States","",20189,"NY"
"Aḑ Ḑab‘ah",31.0338,28.4333,"Egypt","",48473,""
"Kaoma",-14.7796,24.8,"Zambia","",119126,""
"Covington",33.6049,-83.8465,"United States","",95225,"GA"
"Minamiaizu",37.2003,139.7733,"Japan","",47182,""
"California City",35.1578,-117.8721,"United States","",6974,"CA"
"Taos",36.3871,-105.5804,"United States","",43948,"NM"
"Puerto Deseado",-47.75,-65.9167,"Argentina","minor",18173,""
"Šahy",48.0667,18.9667,"Slovakia","",48315,""
"Grand Falls",48.9578,-55.6633,"Canada","",26814,""
"Wang’anzhen",39.3989,114.9367,"China","",149937,""
"Juan Aldama",24.291,-103.394,"Mexico","minor",57472,""
"Narvik",68.4383,17.4278,"Norway","minor",17913,""
"Boutilimit",17.5504,-14.7,"Mauritania","",66514,""
"Kerben",41.5,71.75,"Kyrgyzstan","minor",132439,""
"Beyşehir",37.6867,31.7306,"Turkey","minor",118068,""
"Añatuya",-28.4667,-62.8333,"Argentina","minor",41258,""
"Fort Frances",48.6167,-93.4,"Canada","",19144,""
"Lukoyanov",55.0383,44.4978,"Russia","",76705,""
"Medyn",54.9667,35.8667,"Russia","",19640,""
"Steamboat Springs",40.4777,-106.8243,"United States","",27625,"CO"
"Fort Payne",34.4557,-85.6965,"United States","",26342,"AL"
"Bēylul",13.2639,42.3347,"Eritrea","",6775,""
"Ezequiel Montes",20.6667,-99.8833,"Mexico","minor",57861,""
"Echuca",-36.1333,144.75,"Australia","",30510,""
"Pecos",31.4046,-103.5057,"United States","",9873,"TX"
"Ararat",-37.2833,142.9167,"Australia","",20398,""
"Fāmenīn",35.1139,48.9717,"Iran","minor",168926,""
"Chinsali",-10.5496,32.06,"Zambia","admin",121161,""
"Effingham",39.1207,-88.5508,"United States","",63437,"IL"
"Ilha de Moçambique",-15.0367,40.7328,"Mozambique","",198990,""
"Koundara",12.48,-13.296,"Guinea","minor",148741,""
"Taiyong",26.4726,108.5105,"China","",112409,""
"Connellsville",40.0158,-79.5899,"United States","",67806,"PA"
"Chumpak",41.8585,84.137,"China","",124810,""
"Logan",39.5386,-82.4063,"United States","",46762,"OH"
"Dumas",35.8613,-101.9642,"United States","",29427,"TX"
"Raymondville",26.4759,-97.7769,"United States","",18793,"TX"
"Briceni",48.3628,27.085,"Moldova","admin",87286,""
"Artesia",32.8492,-104.4274,"United States","",3171,"NM"
"Oppdal",62.5667,9.6,"Norway","minor",19189,""
"New Kingman-Butler",35.2645,-114.0091,"United States","",37388,"AZ"
"Topliţa",46.9918,25.3709,"Romania","",34173,""
"Diego de Almagro",-26.3667,-70.05,"Chile","",7819,""
"Deming",32.2631,-107.7525,"United States","",22592,"NM"
"Big Rapids",43.6992,-85.4806,"United States","",68107,"MI"
"Tucacas",10.7978,-68.3175,"Venezuela","minor",102974,""
"North Battleford",52.7575,-108.2861,"Canada","",30235,""
"Jutaí",-2.7469,-66.7669,"Brazil","",12830,""
"Gramercy",30.061,-90.6928,"United States","",15992,"LA"
"Wakasa",35.5489,135.9083,"Japan","",168114,""
"Plav",42.5956,19.945,"Montenegro","admin",7914,""
"Mwinilunga",-11.7396,24.44,"Zambia","",89174,""
"Mont-Laurier",46.55,-75.5,"Canada","",43135,""
"Kupino",54.3667,77.3,"Russia","",32827,""
"Chaoyangdicun",42.0221,118.2178,"China","",449790,""
"Bandarbeyla",9.4833,50.8167,"Somalia","",6346,""
"Zarghūn Shahr",32.85,68.4167,"Afghanistan","",216596,""
"Milford Haven",51.7142,-5.0427,"United Kingdom","",137637,""
"Xireg",36.9257,98.4837,"China","minor",38695,""
"Carlópolis",-23.425,-49.7208,"Brazil","",4943,""
"Camapuã",-19.5308,-54.0439,"Brazil","",12979,""
"Ephraim",39.3564,-111.5847,"United States","",45915,"UT"
"Thompson",55.7433,-97.8553,"Canada","",14437,""
"Saint Ann’s Bay",18.435,-77.2017,"Jamaica","admin",96418,""
"Bairnsdale",-37.8333,147.6167,"Australia","",38324,""
"Mallepalli",18.5833,80.9,"India","",288152,""
"Rockland",44.1274,-69.1369,"United States","",70821,"ME"
"Franklin",35.1798,-83.3808,"United States","",134114,"NC"
"Purcell",35.018,-97.3747,"United States","",17927,"OK"
"Urucuia",-16.1328,-45.7419,"Brazil","",33710,""
"Qingxicun",24.53,116.5904,"China","",626029,""
"Guerrero Negro",27.9589,-114.0561,"Mexico","",16909,""
"Okinoshima",36.2,133.3167,"Japan","",20961,""
"Frías",-28.6496,-65.15,"Argentina","minor",42982,""
"High River",50.5808,-113.8744,"Canada","",25804,""
"Altar",30.7136,-111.8353,"Mexico","minor",44279,""
"Azuaga",38.2589,-5.6778,"Spain","",51261,""
"Price",39.604,-110.8004,"United States","",24897,"UT"
"Kaharlyk",49.8522,30.8092,"Ukraine","minor",1038,""
"Chañaral",-26.3479,-70.6224,"Chile","minor",11722,""
"Alpena",45.074,-83.4399,"United States","",48825,"MI"
"Shangping",25.0897,113.0395,"China","",625107,""
"Vicuña",-30.0167,-70.7,"Chile","",31494,""
"Marshall",44.4488,-95.7897,"United States","",49311,"MN"
"Fereydūnshahr",32.9411,50.1211,"Iran","minor",82530,""
"Gonzales",29.5126,-97.4472,"United States","",45022,"TX"
"Ascensión",31.0928,-107.9964,"Mexico","minor",25601,""
"Marion",35.6774,-82.0013,"United States","",24652,"NC"
"Alstahaug",65.9567,12.5728,"Norway","",33289,""
"Khoyniki",51.9,29.9667,"Belarus","minor",33022,""
"Jasper",33.8503,-87.2708,"United States","",44756,"AL"
"Huron",44.3622,-98.2102,"United States","",23542,"SD"
"Golyshmanovo",56.3819,68.3715,"Russia","",46343,""
"Liezen",47.5667,14.2333,"Austria","minor",39128,""
"Oboyan",51.2088,36.2637,"Russia","",106625,""
"Chitipa",-9.7024,33.2697,"Malawi","admin",262083,""
"Akhty",41.4647,47.74,"Russia","",129176,""
"Kirgiz-Miyaki",53.6345,54.8008,"Russia","",41063,""
"Faya",17.93,19.1031,"Chad","admin",105240,""
"Bollnäs",61.3484,16.3883,"Sweden","minor",76872,""
"Luganville",-15.5126,167.1766,"Vanuatu","admin",53308,""
"Muisne",0.61,-80.02,"Ecuador","",33745,""
"Idabel",33.9041,-94.8294,"United States","",43364,"OK"
"Joaquín V. González",-25.1171,-64.1247,"Argentina","minor",40383,""
"Calipatria",33.1493,-115.5056,"United States","",16324,"CA"
"Aracena",37.8911,-6.5611,"Spain","",55655,""
"Portage La Prairie",49.9728,-98.2919,"Canada","",27929,""
"Crystal City",28.6909,-99.8257,"United States","",16873,"TX"
"Berezne",51,26.75,"Ukraine","",191807,""
"Pānchgani",17.92,73.82,"India","",1164281,""
"Bugugoucun",41.6904,117.4483,"China","",272884,""
"Jangada",-15.2358,-56.4889,"Brazil","",16622,""
"Beyla",8.687,-8.657,"Guinea","minor",291977,""
"Juruá",-3.4808,-66.0689,"Brazil","",11928,""
"Namanga",-2.55,36.7833,"Kenya","",157584,""
"Globe",33.3869,-110.7515,"United States","",30348,"AZ"
"Fraserburgh",57.693,-2.005,"United Kingdom","",28936,""
"Paide",58.8833,25.5667,"Estonia","admin",18371,""
"Powell River",49.8353,-124.5247,"Canada","",20827,""
"Sandpoint",48.2822,-116.5613,"United States","",64430,"ID"
"Corte",42.3056,9.1506,"France","",32886,""
"Kaspiyskiy",45.3833,47.3667,"Russia","",41806,""
"Uarini",-2.99,-65.1078,"Brazil","",14429,""
"Phalaborwa",-23.9333,31.1167,"South Africa","",162542,""
"Kuressaare",58.2533,22.4861,"Estonia","admin",23794,""
"Chos Malal",-37.3833,-70.2667,"Argentina","minor",21514,""
"Adi Keyh",14.8333,39.3667,"Eritrea","",172342,""
"Macará",-4.3833,-79.95,"Ecuador","",167401,""
"Aruanã",-14.92,-51.0828,"Brazil","",15793,""
"Divnoye",45.9153,43.3478,"Russia","",52453,""
"Landeck",47.1333,10.5667,"Austria","minor",72930,""
"Paso de los Toros",-32.8181,-56.5064,"Uruguay","",15215,""
"Dawson Creek",55.7606,-120.2356,"Canada","",19394,""
"Kanel",15.4833,-13.1667,"Senegal","",467840,""
"Margaret River",-33.955,115.075,"Australia","",25397,""
"Gornyak",51,81.4667,"Russia","",36993,""
"Santa Luzia do Itanhy",-11.3508,-37.4478,"Brazil","",8376,""
"Pingtiancun",25.2225,114.6252,"China","",1139307,""
"Creston",41.0597,-94.365,"United States","",48359,"IA"
"Mogocha",53.7333,119.7667,"Russia","",17226,""
"Sogndal",61.2297,7.1006,"Norway","minor",14964,""
"Maravilla Tenejapa",16.1333,-91.2833,"Mexico","minor",195235,""
"Haapajärvi",63.7486,25.3181,"Finland","minor",22248,""
"Puerto Nariño",-3.7703,-70.3831,"Colombia","minor",37252,""
"Brokopondo",5.0404,-55.02,"Suriname","admin",15955,""
"Valparaíso",22.7667,-103.5667,"Mexico","minor",47580,""
"Haapsalu",58.9469,23.5369,"Estonia","admin",26256,""
"Guéret",46.1706,1.8683,"France","minor",62643,""
"Vyazemskiy",47.5333,134.75,"Russia","",45143,""
"Obo",5.4,26.5,"Central African Republic","admin",12344,""
"Sungurlu",40.161,34.377,"Turkey","minor",46388,""
"Chilca",-12.5196,-76.74,"Peru","",85391,""
"Daru",-9.0833,143.2,"Papua New Guinea","admin",19165,""
"Zhongling",28.9391,107.7073,"China","",935011,""
"Oxapampa",-10.58,-75.4,"Peru","",114344,""
"Mora",61.0096,14.5635,"Sweden","minor",41197,""
"Truro",45.3647,-63.28,"Canada","",54560,""
"Amos",48.5667,-78.1167,"Canada","",20780,""
"Gulbene",57.175,26.7564,"Latvia","admin",48893,""
"Ivaí",-25.0108,-50.8589,"Brazil","",28479,""
"Rosario del Tala",-32.3008,-59.1389,"Argentina","minor",61715,""
"Cee",42.95,-9.1667,"Spain","",32187,""
"Santa Ana de Yacuma",-13.7444,-65.4269,"Bolivia","",10095,""
"Pichilemu",-34.3851,-72.0049,"Chile","minor",56019,""
"Mikashevichy",52.2167,27.4667,"Belarus","",42500,""
"Kamuli",0.9472,33.1197,"Uganda","admin",882687,""
"Zag",28.0167,-9.3333,"Morocco","",868,""
"Rosny-sur-Seine",48.9997,1.6317,"France","",112478,""
"Gulf Shores",30.2759,-87.7013,"United States","",15546,"AL"
"Athens",32.2041,-95.8321,"United States","",40554,"TX"
"Center",40.9218,-79.9252,"United States","",64690,"PA"
"Rio Vermelho",-18.2939,-43.0089,"Brazil","",19488,""
"Rokiškis",55.9616,25.5807,"Lithuania","admin",3983,""
"Aţ Ţūr",28.2333,33.6167,"Egypt","admin",37426,""
"San Salvador",-31.6167,-58.5,"Argentina","minor",19625,""
"Diébougou",10.9667,-3.25,"Burkina Faso","minor",310843,""
"Dalby",-27.1813,151.2661,"Australia","",20342,""
"Bezopasnoye",45.6376,41.9358,"Russia","",47305,""
"Varzaneh",32.4194,52.6481,"Iran","",147317,""
"Mādugula",17.9167,82.8,"India","",623417,""
"Keokuk",40.4095,-91.403,"United States","",11099,"IA"
"Jaciara",-15.965,-54.9678,"Brazil","",69635,""
"Itiquira",-17.2089,-54.15,"Brazil","",10937,""
"Cananéia",-25.015,-47.9269,"Brazil","",15080,""
"Peißenberg",47.795,11.0603,"Germany","",38782,""
"Pago Pago",-14.274,-170.7046,"American Samoa","primary",54430,""
"Jackson",43.4721,-110.7745,"United States","",39728,"WY"
"Vejer de la Frontera",36.25,-5.9667,"Spain","",9654,""
"Lüderitz",-26.6478,15.1578,"Namibia","",12980,""
"La Carlota",-33.4179,-63.2935,"Argentina","minor",47870,""
"Goražde",43.6667,18.9778,"Bosnia And Herzegovina","minor",19508,""
"Vanrhynsdorp",-31.6167,18.7167,"South Africa","",66840,""
"Xiaping",33.4047,106.0525,"China","",542994,""
"Tenamaxtlán",20.2167,-104.167,"Mexico","minor",26079,""
"Mariental",-24.6333,17.9667,"Namibia","admin",20198,""
"Anna Regina",7.25,-58.5167,"Guyana","",44305,""
"Alanya",36.5436,31.9997,"Turkey","minor",231202,""
"Kānkon",15.0109,74.0363,"India","",348337,""
"Colesberg",-30.7167,25.1,"South Africa","",17603,""
"Thames",-37.1383,175.5375,"New Zealand","",49543,""
"Caapiranga",-3.3167,-61.2,"Brazil","",14050,""
"Taiynsha",53.8478,69.7639,"Kazakhstan","",33114,""
"Kilindoni",-7.9163,39.65,"Tanzania","",56889,""
"Bandeirantes",-19.9178,-54.3639,"Brazil","",8085,""
"Vandalia",38.9754,-89.1117,"United States","",16459,"IL"
"Xinbocun",42.3037,117.7259,"China","",55814,""
"Khvalynsk",52.4833,48.1,"Russia","",46656,""
"Engenheiro Navarro",-17.28,-43.95,"Brazil","",22248,""
"Las Parejas",-32.6833,-61.5333,"Argentina","",52038,""
"Dysart et al",45.2042,-78.4047,"Canada","",24646,""
"Aleksandrów Kujawski",52.875,18.7,"Poland","minor",108759,""
"Forécariah",9.43,-13.098,"Guinea","minor",409332,""
"Moldova Nouă",44.7347,21.6664,"Romania","",155598,""
"Kantunilkín",21.1,-87.4833,"Mexico","minor",38597,""
"Maqu",35.9451,106.9953,"China","",36444,""
"Pedro Luro",-39.5,-62.6833,"Argentina","",28760,""
"Sarrebourg",48.7347,7.0539,"France","minor",41589,""
"Bodaybo",57.8506,114.1933,"Russia","",21355,""
"West Plains",36.7378,-91.868,"United States","",60356,"MO"
"Palikir",6.9178,158.185,"Federated States of Micronesia","primary",36601,""
"Beatrice",40.2737,-96.7454,"United States","",39636,"NE"
"Aberystwyth",52.414,-4.081,"United Kingdom","",115693,""
"Boloso",2.0337,15.2167,"Congo (Brazzaville)","",42773,""
"Mende",44.5183,3.5006,"France","minor",51875,""
"Warwick",-28.2152,152.0352,"Australia","",34254,""
"Prince Rupert",54.3122,-130.3271,"Canada","",13758,""
"Guaraniaçu",-25.1008,-52.8778,"Brazil","",10094,""
"Qalāt",32.1061,66.9069,"Afghanistan","admin",164722,""
"Salgado de São Félix",-7.3569,-35.4408,"Brazil","",1952,""
"Mostardas",-31.1069,-50.9208,"Brazil","",15382,""
"Cherlak",54.1605,74.82,"Russia","",60390,""
"Woodward",36.4247,-99.4057,"United States","",29619,"OK"
"San Carlos Yautepec",16.5,-96.1,"Mexico","minor",38930,""
"Waikanae",-40.876,175.064,"New Zealand","",20752,""
"Brandfort",-28.7,26.4667,"South Africa","",27805,""
"Bakin Birji I",14.2565,8.7943,"Niger","",212012,""
"Županja",45.0667,18.7,"Croatia","minor",28545,""
"Bainbridge",30.9046,-84.5727,"United States","",51443,"GA"
"Flores de Goiás",-14.4489,-47.05,"Brazil","",19841,""
"Al Majma‘ah",25.9039,45.3456,"Saudi Arabia","",139879,""
"Bulanık",39.095,42.2667,"Turkey","minor",203358,""
"Goiatins",-7.71,-47.3139,"Brazil","",39161,""
"Biga",40.2281,27.2422,"Turkey","minor",108291,""
"Lajia",34.6818,100.6386,"China","",54665,""
"Les Îles-de-la-Madeleine",47.3833,-61.8667,"Canada","",12792,""
"Folkston",30.8393,-82.0073,"United States","",14509,"GA"
"Bilovodsk",49.1992,39.5756,"Ukraine","minor",69345,""
"Volosovo",59.4472,29.4847,"Russia","minor",91294,""
"Robertsport",6.7533,-11.3686,"Liberia","admin",203590,""
"Kasaji",-10.3662,23.45,"Congo (Kinshasa)","",359806,""
"Aridaía",40.975,22.0583,"Greece","minor",116020,""
"Winfield",37.274,-96.9499,"United States","",16923,"KS"
"Nova Crixás",-14.0989,-50.3269,"Brazil","",14637,""
"Tosashimizu",32.7814,132.955,"Japan","",9165,""
"Wadomari",27.3922,128.6553,"Japan","",15593,""
"Aheqi",40.9372,78.4543,"China","minor",18582,""
"Ojuelos de Jalisco",21.8642,-101.5933,"Mexico","minor",39494,""
"Janów Lubelski",50.7,22.4,"Poland","minor",190096,""
"Jaltenango",15.8725,-92.725,"Mexico","minor",66425,""
"Delavan",42.6281,-88.6324,"United States","",37415,"WI"
"Silifke",36.3783,33.9261,"Turkey","minor",120778,""
"Abasolo",24.0559,-98.3733,"Mexico","minor",36055,""
"Cadillac",44.2494,-85.4163,"United States","",45105,"MI"
"Sixaola",9.5579,-82.6698,"Costa Rica","",33584,""
"Malargüe",-35.4745,-69.5853,"Argentina","minor",15007,""
"Grants",35.1538,-107.8335,"United States","",29833,"NM"
"Yakushima",30.3711,130.665,"Japan","",11816,""
"Chaplygin",53.2417,39.9667,"Russia","",25528,""
"Atlantic",41.3957,-95.0138,"United States","",42199,"IA"
"Adilcevaz",38.8058,42.7469,"Turkey","minor",99942,""
"Cafayate",-26.07,-65.98,"Argentina","minor",26407,""
"Chiautla de Tapia",18.3,-98.6039,"Mexico","",258656,""
"Negēlē",5.3166,39.5833,"Ethiopia","",321198,""
"San Pedro",17.9214,-87.9611,"Belize","",3144,""
"Bridgeport",33.21,-97.7708,"United States","",29557,"TX"
"Riolândia",-19.99,-49.6808,"Brazil","",19796,""
"Ndélé",8.4091,20.653,"Central African Republic","admin",33712,""
"Georgetown",33.3595,-79.2958,"United States","",44292,"SC"
"Porto-Vecchio",41.5908,9.2797,"France","",27866,""
"Magdagachi",53.45,125.8,"Russia","",9443,""
"Río Colorado",-38.9908,-64.0958,"Argentina","",14160,""
"Eufaula",31.9102,-85.1505,"United States","",34441,"AL"
"Bol",13.4586,14.7147,"Chad","admin",253576,""
"Tamezmout",30.8075,-6.1142,"Morocco","",23739,""
"Gander",48.9569,-54.6089,"Canada","",25438,""
"Udachnyy",66.4,112.3,"Russia","",27577,""
"Oliva",-32.0416,-63.5698,"Argentina","minor",1097,""
"Inverell",-29.7667,151.1167,"Australia","",19625,""
"Fortaleza dos Nogueiras",-6.9639,-46.1769,"Brazil","",30463,""
"Carthage",32.1526,-94.3368,"United States","",46685,"TX"
"Evanston",41.2602,-110.9646,"United States","",18724,"WY"
"Lundazi",-12.2895,33.17,"Zambia","",440799,""
"Nzeto",-7.229,12.865,"Angola","",64535,""
"Alotau",-10.3167,150.4333,"Papua New Guinea","admin",85592,""
"Pontiac",40.8881,-88.6414,"United States","",23023,"IL"
"Drawsko Pomorskie",53.5333,15.8,"Poland","minor",55974,""
"Shengping",28.4865,98.913,"China","minor",71957,""
"Novoīshīmskīy",53.1981,66.7694,"Kazakhstan","",29925,""
"Elk City",35.385,-99.4331,"United States","",28453,"OK"
"Silver City",32.7784,-108.2698,"United States","",24448,"NM"
"Esil",51.9556,66.4042,"Kazakhstan","minor",20096,""
"Omaruru",-21.4183,15.9539,"Namibia","",9546,""
"Ghambiraopet",18.3,78.5833,"India","",63225,""
"Muroto-misakicho",33.29,134.1519,"Japan","",29568,""
"Nyazepetrovsk",56.05,59.6,"Russia","",19474,""
"Alto Garças",-16.9439,-53.5278,"Brazil","",12097,""
"Maurilândia",-17.9708,-50.3389,"Brazil","",24248,""
"Coronel Dorrego",-38.7,-61.2667,"Argentina","minor",28036,""
"Aginskoye",51.1031,114.5228,"Russia","",52582,""
"Montmagny",46.9833,-70.55,"Canada","",33479,""
"Aït Ouakrim",30.0297,-9.2478,"Morocco","",21378,""
"Senador José Porfírio",-2.5908,-51.9539,"Brazil","",10440,""
"Magnolia",33.2774,-93.2261,"United States","",26916,"AR"
"Mariehamn",60.0986,19.9444,"Finland","admin",30039,""
"General Toshevo",43.7003,28.0366,"Bulgaria","minor",61500,""
"Ahlaf",33.2833,-7.2,"Morocco","",1184,""
"Byerazino",53.8333,28.9833,"Belarus","",21153,""
"Sonoita",31.8614,-112.8544,"Mexico","minor",23548,""
"Sorsk",54,90.25,"Russia","",25153,""
"Naliya",23.2611,68.8267,"India","",340840,""
"Hailey",43.5141,-114.3,"United States","",24144,"ID"
"Ḩadībū",12.6519,54.0239,"Yemen","admin",52734,""
"Babayevo",59.3833,35.95,"Russia","",26583,""
"Monte Quemado",-25.8072,-62.8278,"Argentina","minor",20439,""
"Mwanza",-15.6167,34.5167,"Malawi","admin",757205,""
"Boudenib",31.9497,-3.6078,"Morocco","",15587,""
"Humahuaca",-23.2054,-65.3505,"Argentina","minor",38858,""
"Raesfeld",51.7667,6.8333,"Germany","",0,""
"Meghraj",23.5,73.5,"India","",2302500,""
"Catskill",42.2063,-73.9435,"United States","",21213,"NY"
"Belén",-27.6496,-67.0333,"Argentina","minor",22841,""
"Makoua",-0.0047,15.6228,"Congo (Brazzaville)","",38762,""
"Porto Valter",-8.2689,-72.7439,"Brazil","",12894,""
"Charouine",29.0167,-0.2667,"Algeria","",34613,""
"Bom Jesus",-28.6678,-50.4169,"Brazil","",18804,""
"São Domingos",-13.3978,-46.3178,"Brazil","",10242,""
"Edéia",-17.3389,-49.9308,"Brazil","",49482,""
"Edd",13.9333,41.7,"Eritrea","",4317,""
"Estevan",49.1392,-102.9861,"Canada","",19440,""
"Colônia do Gurguéia",-8.1819,-43.7919,"Brazil","",23629,""
"Lamesa",32.7333,-101.9542,"United States","",12873,"TX"
"Otar",43.5346,75.2139,"Kazakhstan","",25054,""
"Prieska",-29.6683,22.7439,"South Africa","",17129,""
"Boguchany",58.3786,97.4356,"Russia","",26443,""
"Bataiporã",-22.295,-53.2708,"Brazil","",71043,""
"Hambantota",6.1244,81.1253,"Sri Lanka","",851725,""
"São Félix do Araguaia",-11.6169,-50.6689,"Brazil","",8365,""
"Vanimo",-2.6817,141.3014,"Papua New Guinea","admin",67905,""
"Staryya Darohi",53.0394,28.265,"Belarus","minor",12197,""
"Sanjiaocheng",36.8993,100.9872,"China","minor",106320,""
"Zakamensk",50.3833,103.2833,"Russia","",26673,""
"Kirensk",57.7833,108.1,"Russia","",14793,""
"São Jerônimo da Serra",-23.7278,-50.7408,"Brazil","",18513,""
"Miastko",54,16.9833,"Poland","",59778,""
"Nazyvayevsk",55.5667,71.35,"Russia","",35167,""
"Bolkhov",53.45,36,"Russia","",66652,""
"Vilyuysk",63.75,121.6167,"Russia","",19176,""
"Maysville",38.6454,-83.7911,"United States","",103372,"KY"
"Alatyr",54.85,46.5833,"Russia","",128882,""
"Namsos",64.467,11.494,"Norway","minor",22291,""
"Nova Ubiratã",-12.9908,-55.255,"Brazil","",9042,""
"Achacachi",-16.0444,-68.685,"Bolivia","",172663,""
"Brotas de Macaúbas",-11.9989,-42.6258,"Brazil","",11300,""
"Storm Lake",42.6431,-95.1969,"United States","",31572,"IA"
"Viranşehir",37.2306,39.7653,"Turkey","minor",134318,""
"Altamira do Maranhão",-4.165,-45.47,"Brazil","",65557,""
"Villa La Angostura",-40.7616,-71.6448,"Argentina","minor",15398,""
"Houlton",46.1403,-67.8429,"United States","",35327,"ME"
"Tirebolu",41.0069,38.8139,"Turkey","minor",157427,""
"Chornomorske",45.5031,32.705,"Ukraine","minor",22169,""
"Soligalich",59.0833,42.2833,"Russia","",16680,""
"La Tuque",48.0652,-74.0528,"Canada","",1490,""
"Loikaw",19.6742,97.2092,"Myanmar","admin",399210,""
"Biltine",14.5275,20.9267,"Chad","admin",108970,""
"Al ‘Amādīyah",37.0922,43.4878,"Iraq","minor",208283,""
"Florence",43.9914,-124.1062,"United States","",22137,"OR"
"Guymon",36.6901,-101.4776,"United States","",16991,"OK"
"Shagonar",51.5333,92.9,"Russia","",24898,""
"Ma’ai",34.5937,102.4814,"China","",75493,""
"Pearsall",28.8885,-99.0988,"United States","",20793,"TX"
"Palmares do Sul",-30.2578,-50.51,"Brazil","",38634,""
"Rockdale",30.6542,-97.0089,"United States","",40357,"TX"
"Álamos",27.0275,-108.94,"Mexico","minor",19403,""
"Oulad Aïssa",33.0528,-6.4034,"Morocco","",16815,""
