"county","state","lat","long","population"
"Ottawa","Kansas",39.1325,-97.6502,5776
"Wirt","West Virginia",39.0225,-81.3786,5764
"Crosby","Texas",33.6146,-101.3,5753
"Crowley","Colorado",38.3266,-103.7845,5733
"Chouteau","Montana",47.8806,-110.4352,5731
"Miller","Georgia",31.164,-84.7308,5725
"Putnam","Illinois",41.2045,-89.2858,5720
"Haskell","Texas",33.1782,-99.7303,5711
"Aleutians West","Alaska",52.798,-106.6061,5708
"Dixon","Nebraska",42.4931,-96.8677,5682
"Iron","Wisconsin",46.2623,-90.242,5679
"Bent","Colorado",37.9551,-103.0716,5677
"Martin","Texas",32.306,-101.9512,5676
"Covington","Virginia",37.7786,-79.9867,5653
"Lincoln","Minnesota",44.4126,-96.2671,5641
"Lincoln","Colorado",38.988,-103.514,5608
"Hartley","Texas",35.84,-102.6029,5588
"Coal","Oklahoma",34.5882,-96.2978,5577
"Lander","Nevada",39.9338,-117.0379,5565
"Morris","Kansas",38.6874,-96.6499,5551
"McCook","South Dakota",43.6743,-97.3685,5543
"Fillmore","Nebraska",40.5247,-97.5965,5542
"Audubon","Iowa",41.6846,-94.9058,5528
"Mahnomen","Minnesota",47.3253,-95.8091,5508
"Harper","Kansas",37.1916,-98.0754,5506
"Stevens","Kansas",37.1923,-101.3121,5498
"Washington","Kansas",39.7842,-97.0875,5474
"Day","South Dakota",45.3671,-97.6074,5452
"Tripp","South Dakota",43.3459,-99.884,5448
"Hansford","Texas",36.2774,-101.3546,5431
"Walworth","South Dakota",45.43,-100.0315,5431
"Norton","Kansas",39.7844,-99.9035,5416
"Pulaski","Illinois",37.2232,-89.1266,5414
"Emporia","Virginia",36.6953,-77.5356,5408
"Cook","Minnesota",47.9026,-90.5351,5402
"Stark","Illinois",41.0934,-89.7974,5393
"Lincoln","Idaho",43.0024,-114.1383,5342
"Beaver","Oklahoma",36.7497,-100.4768,5326
"Yukon-Koyukuk","Alaska",65.5087,-151.3896,5305
"Phillips","Kansas",39.7846,-99.347,5297
"Delta","Texas",33.3863,-95.6723,5277
"Warren","Georgia",33.4089,-82.6767,5259
"Ransom","North Dakota",46.4562,-97.6574,5258
"Brule","South Dakota",43.7181,-99.0809,5233
"Boone","Nebraska",41.7068,-98.0673,5228
"Schley","Georgia",32.2616,-84.3147,5215
"Sheridan","Nebraska",42.5048,-102.4089,5215
"Polk","Nebraska",41.1869,-97.5684,5208
"Wheeler","Texas",35.4013,-100.2698,5187
"Jim Hogg","Texas",27.0434,-98.6973,5187
"Atchison","Missouri",40.4308,-95.4281,5180
"Lincoln","Nevada",37.6433,-114.8776,5177
"Calhoun","Arkansas",33.5581,-92.503,5160
"Johnson","Nebraska",40.3926,-96.2651,5118
"Craig","Virginia",37.4817,-80.2114,5103
"Hyde","North Carolina",35.5305,-76.2509,5089
"Pickett","Tennessee",36.5584,-85.0749,5068
"Garfield","Utah",37.8549,-111.4431,5000
"Thayer","Nebraska",40.1762,-97.5949,5000
"Rooks","Kansas",39.3502,-99.325,4985
"Gallatin","Illinois",37.7628,-88.2305,4983
"Scott","Illinois",39.6441,-90.4747,4982
"Big Stone","Minnesota",45.4261,-96.4109,4974
"Custer","Colorado",38.1087,-105.3675,4941
"Kingsbury","South Dakota",44.3696,-97.4915,4936
"Dillingham","Alaska",59.7991,-158.2351,4934
"Scotland","Missouri",40.4526,-92.147,4923
"Ringgold","Iowa",40.7352,-94.244,4922
"Scott","Kansas",38.4822,-100.9069,4893
"Ouray","Colorado",38.1555,-107.7693,4890
"Dewey","Oklahoma",35.9876,-99.008,4885
"Marshall","South Dakota",45.7586,-97.5986,4881
"Mills","Texas",31.4952,-98.5955,4877
"Washington","Colorado",39.971,-103.2013,4869
"Dickey","North Dakota",46.1102,-98.5047,4857
"Toole","Montana",48.6554,-111.6957,4812
"Calhoun","Illinois",39.1693,-90.6676,4782
"Putnam","Missouri",40.4789,-93.0162,4746
"Crane","Texas",31.4285,-102.5156,4739
"Carlisle","Kentucky",36.8532,-88.971,4738
"Furnas","Nebraska",40.1764,-99.9123,4712
"Morrill","Nebraska",41.716,-103.0105,4711
"Hudspeth","Texas",31.4562,-105.3865,4687
"Musselshell","Montana",46.4966,-108.3981,4682
"Republic","Kansas",39.8278,-97.6506,4607
"Menominee","Wisconsin",45.0044,-88.71,4566
"Schuyler","Missouri",40.4703,-92.5209,4550
"Hot Springs","Wyoming",43.7189,-108.4421,4550
"Cameron","Pennsylvania",41.4368,-78.2039,4512
"Mora","New Mexico",36.0106,-104.9451,4500
"Barber","Kansas",37.2289,-98.6848,4493
"Mineral","Nevada",38.5386,-118.435,4487
"Hickman","Kentucky",36.6782,-88.9761,4461
"Hamilton","New York",43.6611,-74.4974,4454
"Tensas","Louisiana",32.0018,-91.3401,4435
"Oneida","Idaho",42.195,-112.5394,4429
"Sharkey","Mississippi",32.8798,-90.8132,4427
"Owsley","Kentucky",37.4192,-83.6831,4416
"Kimble","Texas",30.4868,-99.7487,4375
"Holt","Missouri",40.0944,-95.2155,4374
"Grant","Oklahoma",36.7961,-97.7861,4369
"Dunn","North Dakota",47.3568,-102.6182,4362
"Phillips","Colorado",40.5939,-102.3576,4343
"Sioux","North Dakota",46.1127,-101.0404,4339
"Guadalupe","New Mexico",34.8633,-104.7906,4336
"Mineral","Montana",47.1472,-114.9983,4330
"Wahkiakum","Washington",46.2918,-123.4244,4318
"Florence","Wisconsin",45.8485,-88.3981,4312
"Deuel","South Dakota",44.7601,-96.668,4309
"Kittson","Minnesota",48.7766,-96.7829,4272
"Bath","Virginia",38.0587,-79.7411,4248
"Mason","Texas",30.7177,-99.2262,4248
"Hidalgo","New Mexico",31.914,-108.7148,4234
"LaMoure","North Dakota",46.4569,-98.5355,4225
"Nuckolls","Nebraska",40.1764,-98.0472,4204
"Adams","Idaho",44.8895,-116.4538,4200
"Custer","Idaho",44.2411,-114.2817,4193
"Gregory","South Dakota",43.1924,-99.1856,4193
"Pope","Illinois",37.4127,-88.5615,4177
"Stafford","Kansas",38.031,-98.7174,4125
"Meade","Kansas",37.2382,-100.3662,4120
"Corson","South Dakota",45.7086,-101.1969,4106
"Union","New Mexico",36.4817,-103.471,4106
"Valley","Nebraska",41.5673,-98.9819,4100
"Storey","Nevada",39.447,-119.5294,4086
"Pierce","North Dakota",48.2496,-99.9718,4061
"Phillips","Montana",48.2592,-107.9132,4032
"Columbia","Washington",46.2975,-117.9078,4024
"Red Lake","Minnesota",47.8717,-96.0953,4005
"Haskell","Kansas",37.5622,-100.8712,3990
"Tyrrell","North Carolina",35.8172,-76.209,3978
"Norton","Virginia",36.9314,-82.6262,3969
"Hardeman","Texas",34.2903,-99.7457,3958
"Knox","Missouri",40.1282,-92.1481,3948
"Echols","Georgia",30.7101,-82.894,3944
"Ellis","Oklahoma",36.2184,-99.7547,3936
"Hemphill","Texas",35.8375,-100.2705,3901
"Sargent","North Dakota",46.1078,-97.6306,3899
"Hardin","Illinois",37.5182,-88.2668,3890
"Wells","North Dakota",47.5875,-99.6609,3889
"Edmunds","South Dakota",45.4188,-99.2153,3876
"Kearny","Kansas",38.0002,-101.3199,3863
"Lewis","Idaho",46.237,-116.4263,3850
"Lyman","South Dakota",43.8958,-99.8474,3831
"Fisher","Texas",32.7428,-100.4022,3827
"Costilla","Colorado",37.2781,-105.4283,3810
"Sutton","Texas",30.4984,-100.5382,3793
"Cavalier","North Dakota",48.7723,-98.4648,3769
"Reagan","Texas",31.3662,-101.5231,3766
"Lake of the Woods","Minnesota",48.7712,-94.9046,3747
"Harper","Oklahoma",36.7888,-99.6673,3730
"Clark","South Dakota",44.8583,-97.7295,3715
"Chase","Nebraska",40.5242,-101.698,3707
"Knox","Texas",33.6061,-99.7414,3679
"Sweet Grass","Montana",45.8139,-109.941,3676
"Kinney","Texas",29.3502,-100.418,3674
"Upton","Texas",31.3687,-102.0431,3651
"Roger Mills","Oklahoma",35.6883,-99.6958,3635
"Adams","Iowa",41.029,-94.6992,3633
"Mercer","Missouri",40.4223,-93.5686,3623
"Smith","Kansas",39.7852,-98.7855,3594
"Kimball","Nebraska",41.1977,-103.7149,3576
"Baca","Colorado",37.3192,-102.5604,3570
"Baylor","Texas",33.6165,-99.2135,3560
"Catron","New Mexico",33.9153,-108.4047,3547
"Nance","Nebraska",41.3973,-97.9922,3525
"Webster","Nebraska",40.1764,-98.5,3497
"Osborne","Kansas",39.3503,-98.768,3494
"Bennett","South Dakota",43.195,-101.664,3430
"Real","Texas",29.8317,-99.8222,3429
"Hanson","South Dakota",43.6748,-97.7873,3423
"Crockett","Texas",30.723,-101.4121,3393
"Aleutians East","Alaska",55.3665,-161.9813,3389
"Sheridan","Montana",48.7212,-104.5047,3389
"Harlan","Nebraska",40.1765,-99.4046,3380
"Granite","Montana",46.4045,-113.4404,3325
"Donley","Texas",34.9654,-100.814,3317
"Lipscomb","Texas",36.2777,-100.2731,3301
"Coke","Texas",31.8886,-100.5299,3298
"Jackson","South Dakota",43.6942,-101.6281,3296
"Shackelford","Texas",32.736,-99.3541,3291
"Traverse","Minnesota",45.7722,-96.4716,3282
"Chautauqua","Kansas",37.15,-96.2454,3280
"Petersburg","Alaska",57.1195,-132.9344,3278
"Emmons","North Dakota",46.2851,-100.2387,3262
"Foster","North Dakota",47.4571,-98.883,3231
"Woodson","Kansas",37.8867,-95.7401,3117
"Bowman","North Dakota",46.1126,-103.5206,3091
"Baker","Georgia",31.3261,-84.4447,3090
"Hand","South Dakota",44.5478,-99.0049,3064
"Stanley","South Dakota",44.4123,-100.7359,3058
"Sherman","Texas",36.2777,-101.8935,3046
"Hall","Texas",34.5308,-100.6811,3025
"Concho","Texas",31.3265,-99.864,3018
"Sherman","Nebraska",41.2206,-98.9762,3015
"Lincoln","Kansas",39.0453,-98.2077,3013
"Perkins","South Dakota",45.4905,-102.4757,2996
"Glascock","Georgia",33.2293,-82.6107,2984
"Fallon","Montana",46.334,-104.4174,2975
"Franklin","Nebraska",40.1763,-98.9528,2970
"Rush","Kansas",38.5232,-99.3092,2953
"Collingsworth","Texas",34.9649,-100.27,2939
"Clay","Georgia",31.6263,-84.9801,2931
"Douglas","South Dakota",43.3869,-98.3661,2913
"Sierra","California",39.5804,-120.5161,2898
"Schleicher","Texas",30.8975,-100.5385,2898
"Copper River","Alaska",61.8834,-143.968,2894
"Perkins","Nebraska",40.8509,-101.6496,2889
"Brown","Nebraska",42.43,-99.9295,2887
"Nelson","North Dakota",47.9217,-98.192,2864
"Cochran","Texas",33.6042,-102.8285,2860
"Jewell","Kansas",39.7847,-98.2183,2854
"Ness","Kansas",38.4794,-99.9162,2838
"Decatur","Kansas",39.7847,-100.4599,2826
"Edwards","Kansas",37.8876,-99.3122,2822
"Trego","Kansas",38.9143,-99.8728,2802
"Logan","Kansas",38.9173,-101.1484,2789
"Hitchcock","Nebraska",40.1763,-101.0423,2788
"Ziebach","South Dakota",44.9804,-101.6658,2767
"Aurora","South Dakota",43.718,-98.5616,2757
"Wayne","Utah",38.3243,-110.9039,2698
"Harmon","Oklahoma",34.7441,-99.8463,2663
"Morton","Kansas",37.1914,-101.7992,2656
"Gove","Kansas",38.9161,-100.483,2650
"Pawnee","Nebraska",40.1315,-96.2371,2640
"Cheyenne","Kansas",39.7858,-101.7312,2639
"Frontier","Nebraska",40.5301,-100.3942,2636
"Chase","Kansas",38.302,-96.5939,2604
"Butte","Idaho",43.7229,-113.1721,2603
"Webster","Georgia",32.0468,-84.5511,2587
"Hamilton","Kansas",37.9991,-101.7912,2552
"Haines","Alaska",59.1199,-135.5,2547
"McIntosh","North Dakota",46.1118,-99.4412,2535
"Sheridan","Kansas",39.3503,-100.4418,2515
"Wrangell","Alaska",56.3317,-132.0223,2510
"Hettinger","North Dakota",46.4325,-102.4603,2510
"Denali","Alaska",63.6714,-150.0118,2502
"Elk","Kansas",37.4537,-96.2441,2502
"Rawlins","Kansas",39.7852,-101.0757,2490
"Kiowa","Kansas",37.5582,-99.2861,2483
"Kidder","North Dakota",46.9801,-99.7801,2468
"Graham","Kansas",39.3497,-99.8832,2464
"Liberty","Montana",48.5617,-111.0246,2455
"Rich","Utah",41.6323,-111.2445,2415
"Renville","North Dakota",48.719,-101.6578,2387
"Niobrara","Wyoming",43.0565,-104.4754,2377
"Sanborn","South Dakota",44.0234,-98.0914,2372
"Greeley","Nebraska",41.5674,-98.5212,2361
"Grant","North Dakota",46.3583,-101.6397,2318
"McPherson","South Dakota",45.7664,-99.2214,2316
"Faulk","South Dakota",45.071,-99.1453,2315
"Griggs","North Dakota",47.4573,-98.237,2314
"Potter","South Dakota",45.0645,-99.9573,2311
"Sedgwick","Colorado",40.8759,-102.3518,2306
"Quitman","Georgia",31.8673,-85.0188,2290
"Divide","North Dakota",48.8149,-103.4872,2289
"Adams","North Dakota",46.0968,-102.5285,2271
"Eddy","North Dakota",47.7176,-98.9016,2262
"Garfield","Washington",46.4316,-117.5452,2258
"Jeff Davis","Texas",30.7154,-104.14,2245
"Miner","South Dakota",44.022,-97.6102,2213
"Highland","Virginia",38.3623,-79.5685,2202
"Towner","North Dakota",48.6855,-99.2458,2191
"Culberson","Texas",31.447,-104.5173,2183
"Dickens","Texas",33.6166,-100.7789,2182
"Cimarron","Oklahoma",36.7483,-102.5177,2159
"Burke","North Dakota",48.791,-102.5182,2142
"Robertson","Kentucky",38.5188,-84.052,2139
"Wheatland","Montana",46.4663,-109.8445,2138
"Hoonah-Angoon","Alaska",58.2884,-135.643,2135
"Wichita","Kansas",38.4821,-101.3474,2112
"Oldham","Texas",35.405,-102.6029,2110
"Menard","Texas",30.8898,-99.8206,2108
"Keweenaw","Michigan",47.628,-88.4346,2102
"Garfield","Nebraska",41.9144,-98.9914,2081
"Mellette","South Dakota",43.5813,-100.76,2065
"Stanton","Kansas",37.563,-101.7842,2030
"Jerauld","South Dakota",44.0663,-98.6296,2009
"Clark","Kansas",37.2355,-99.8203,2006
"Buffalo","South Dakota",44.0763,-99.2049,2005
"Worth","Missouri",40.4791,-94.4221,2001
"Gosper","Nebraska",40.5148,-99.8307,2001
"Cheyenne","Colorado",38.8279,-102.6035,1999
"De Baca","New Mexico",34.3425,-104.412,1995
"Judith Basin","Montana",47.0455,-110.266,1968
"Oliver","North Dakota",47.1153,-101.3403,1962
"Armstrong","Texas",34.9649,-101.3574,1950
"Edwards","Texas",29.9827,-100.3047,1944
"Haakon","South Dakota",44.2944,-101.54,1935
"Dundy","Nebraska",40.1762,-101.688,1928
"Garden","Nebraska",41.6194,-102.3354,1916
"Dolores","Colorado",37.7517,-108.5174,1896
"Gilliam","Oregon",45.3782,-120.2108,1896
"Boyd","Nebraska",42.8997,-98.7665,1882
"Hodgeman","Kansas",38.0875,-99.8979,1872
"Piute","Utah",38.3367,-112.1273,1870
"Eureka","Nevada",39.9839,-116.2686,1839
"McCone","Montana",47.6452,-105.7954,1826
"Steele","North Dakota",47.4562,-97.7246,1817
"Golden Valley","North Dakota",46.9402,-103.8466,1796
"Meagher","Montana",46.5982,-110.8857,1795
"Deuel","Nebraska",41.1116,-102.3339,1770
"Comanche","Kansas",37.1913,-99.2718,1759
"Logan","North Dakota",46.4573,-99.4774,1743
"Daniels","Montana",48.7838,-105.5485,1705
"Sherman","Oregon",45.4052,-120.6894,1686
"Powder River","Montana",45.395,-105.6302,1634
"Cottle","Texas",34.0777,-100.2788,1624
"Taliaferro","Georgia",33.5661,-82.8788,1596
"Wallace","Kansas",38.9167,-101.7636,1583
"Irion","Texas",31.3039,-100.9824,1553
"Lane","Kansas",38.4813,-100.4664,1523
"Throckmorton","Texas",33.1775,-99.2124,1500
"Kiowa","Colorado",38.4327,-102.7403,1463
"Campbell","South Dakota",45.7712,-100.0516,1458
"Glasscock","Texas",31.8694,-101.5208,1447
"Hyde","South Dakota",44.5473,-99.4871,1446
"Rock","Nebraska",42.4213,-99.4499,1430
"Wheeler","Oregon",44.7261,-120.0276,1417
"Stonewall","Texas",33.1791,-100.2533,1412
"Motley","Texas",34.0741,-100.7798,1362
"Briscoe","Texas",34.5303,-101.2086,1348
"Jackson","Colorado",40.6664,-106.3428,1316
"Carter","Montana",45.5168,-104.5362,1305
"Skagway","Alaska",59.563,-135.3363,1300
"Sioux","Nebraska",42.4877,-103.7589,1298
"Sheridan","North Dakota",47.5755,-100.3456,1289
"Sully","South Dakota",44.7156,-100.1322,1278
"Sterling","Texas",31.8279,-101.05,1274
"Issaquena","Mississippi",32.7414,-90.9892,1223
"Foard","Texas",33.9746,-99.778,1207
"Harding","South Dakota",45.5803,-103.4958,1178
"Prairie","Montana",46.8605,-105.378,1162
"Alpine","California",38.5972,-119.8207,1159
"Greeley","Kansas",38.4805,-101.806,1156
"Lake and Peninsula","Alaska",58.6547,-156.1892,1156
"Camas","Idaho",43.4633,-114.8058,1069
"Garfield","Montana",47.2776,-106.9929,1051
"Wibaux","Montana",46.9653,-104.249,1037
"Esmeralda","Nevada",37.7847,-117.6323,1030
"Terrell","Texas",30.225,-102.0765,903
"Logan","Nebraska",41.5666,-100.4827,896
"Hayes","Nebraska",40.5248,-101.0619,889
"Billings","North Dakota",47.0236,-103.3763,886
"Clark","Idaho",44.2839,-112.3512,885
"Keya Paha","Nebraska",42.8789,-99.7124,875
"Jones","South Dakota",43.9606,-100.6897,873
"Mineral","Colorado",37.6689,-106.9241,853
"Golden Valley","Montana",46.3812,-109.1751,814
"Slope","North Dakota",46.4472,-103.4599,788
"Roberts","Texas",35.8385,-100.8134,784
"Hinsdale","Colorado",37.8215,-107.3003,781
"Hooker","Nebraska",41.9161,-101.1353,741
"Bristol Bay","Alaska",58.7439,-156.7,739
"McMullen","Texas",28.3527,-98.5678,724
"Kent","Texas",33.1814,-100.7776,704
"Grant","Nebraska",41.915,-101.7405,691
"Loup","Nebraska",41.9138,-99.4544,690
"Wheeler","Nebraska",41.9148,-98.5282,689
"Borden","Texas",32.7437,-101.4318,653
"San Juan","Colorado",37.764,-107.6762,646
"Banner","Nebraska",41.546,-103.7105,645
"Treasure","Montana",46.2115,-107.2716,614
"Yakutat","Alaska",59.8889,-140.3577,597
"Daggett","Utah",40.8873,-109.5076,590
"Thomas","Nebraska",41.9136,-100.5558,586
"Blaine","Nebraska",41.9128,-99.9768,467
"Petroleum","Montana",47.1176,-108.2502,464
"Arthur","Nebraska",41.5689,-101.6958,439
"Kalawao","Hawaii",21.1709,-156.9475,436
"Harding","New Mexico",35.8579,-103.8202,432
"McPherson","Nebraska",41.5682,-101.0604,420
"Kenedy","Texas",26.9285,-97.7017,391
"King","Texas",33.6165,-100.2558,279
"Loving","Texas",31.8493,-103.58,117
